,LCOE,geometry,Energy,Power,CumEnergy
0,66.7308843648513,POINT (408786.1297 349620.2036),7579.202754780735,3.05,1775.5504654931876
158,66.7437336423482,POINT (650542.6441 413439.1519),8656.521849851038,3.05,1784.2069873430387
159,66.7466154873354,POINT (653524.8379 410258.1451),7515.074158504149,3.05,1791.7220615015428
160,66.7501093089495,POINT (659688.0385 427753.6824),8477.733486007744,3.05,1800.1997949875504
161,66.7644392906019,POINT (651139.0828 414433.2165),8413.346183948597,3.05,1808.6131411714991
162,66.7679739463538,POINT (671616.8139 453400.5494),8693.41437687796,3.05,1817.306555548377
163,66.8032814244481,POINT (666845.3038 447237.3488),8067.978902123956,3.05,1825.374534450501
164,66.8043829087747,POINT (677183.5757 452207.6719),8608.585600852843,3.05,1833.9831200513538
165,66.8053420166911,POINT (650940.2699 413836.7778),8528.670785185397,3.05,1842.5117908365391
49,66.8203362179525,POINT (647162.8244 521394.5691),8627.866152489447,3.05,1851.1396569890287
50,66.8215796304753,POINT (659489.2256 520201.6916),7710.885035926254,3.05,1858.8505420249548
166,66.8257504016744,POINT (677183.5757 441869.3999),8208.440178641882,3.05,1867.0589822035968
167,66.8367300110384,POINT (650145.0182 414035.5907),8662.834833710753,3.05,1875.7218170373073
168,66.8386668480719,POINT (668833.433 458967.3113),8720.434140042866,3.05,1884.4422511773503
51,66.8524308905724,POINT (658693.9739 518014.7494),7999.73051091059,3.05,1892.4419816882607
169,66.8796541306984,POINT (657898.7222 447237.3488),8725.224925787204,3.05,1901.167206614048
52,66.9175616234647,POINT (672809.6914 468311.5187),8110.239056404189,3.05,1909.2774456704522
170,66.9266673213881,POINT (670622.7493 459961.3759),8600.0111343003,3.05,1917.8774568047527
171,66.9463411026759,POINT (672014.4398 443857.5291),8035.770417720285,3.05,1925.9132272224729
53,66.9474130511541,POINT (654320.0896 470697.2737),9216.063341522322,3.05,1935.1292905639953
54,66.9777651662367,POINT (645771.1339 519605.2528),8658.461658162085,3.05,1943.7877522221572
172,66.9910747864385,POINT (652729.5862 411053.3968),8014.883894251473,3.05,1951.8026361164088
173,66.9981025580234,POINT (658892.7868 428747.747),8545.917876603506,3.05,1960.3485539930123
55,67.0107737404937,POINT (646964.0114 455786.3045),9188.253380841494,3.05,1969.536807373854
174,67.0129205459308,POINT (657103.4705 445646.8454),8717.794406658795,3.05,1978.2546017805125
56,67.0301313108804,POINT (655314.1542 471293.7125),8949.656467645367,3.05,1987.204258248158
57,67.054123249017,POINT (631854.2293 516821.8719),8813.480768301793,3.05,1996.0177390164597
175,67.0698324972866,POINT (675791.8853 462943.5697),8016.264477171703,3.05,2004.0340034936314
176,67.0769733051636,POINT (675195.4465 429145.3728),7765.42644243869,3.05,2011.7994299360703
58,67.0841872565711,POINT (655910.593 516225.4331),8096.424201299989,3.05,2019.8958541373702
177,67.0898840870074,POINT (666050.0521 465528.1377),8966.358628689812,3.05,2028.8622127660599
178,67.1191498927182,POINT (657898.7222 430537.0633),8646.37059620505,3.05,2037.508583362265
179,67.1206587059225,POINT (670821.5622 453798.1753),8593.937539843373,3.05,2046.1025209021084
59,67.1316301617976,POINT (639409.1204 504694.2836),7842.656407965318,3.05,2053.9451773100736
180,67.1395878837553,POINT (677780.0145 448032.6005),8326.544714509348,3.05,2062.271722024583
181,67.1516299853254,POINT (678177.6404 452804.1107),8555.408733075958,3.05,2070.827130757659
182,67.1517836649856,POINT (666845.3038 456183.9304),8666.247776011909,3.05,2079.4933785336707
183,67.1533051157119,POINT (659489.2256 449821.9168),8654.193021091356,3.05,2088.147571554762
184,67.1619943384469,POINT (655910.593 448231.4134),8158.968185989312,3.05,2096.3065397407518
185,67.1665371143354,POINT (676984.7628 451611.2331),8612.39964994892,3.05,2104.918939390701
60,67.1776671857701,POINT (650542.6441 537299.603),7277.906456627262,3.05,2112.1968458473284
186,67.1798619233663,POINT (651536.7087 412047.4615),8270.364633995292,3.05,2120.4672104813235
187,67.1842392870496,POINT (670026.3105 460955.4405),8720.696135512677,3.05,2129.187906616836
188,67.1999614852162,POINT (676587.137 462148.3181),8009.476659914449,3.05,2137.1973832767503
189,67.2165176141278,POINT (666050.0521 446442.0971),8300.85664571516,3.05,2145.4982399224655
190,67.2303905474433,POINT (646566.3856 411649.8356),8284.427918430201,3.05,2153.7826678408956
61,67.2307792548225,POINT (655314.1542 516225.4331),8176.231549009234,3.05,2161.958899389905
1,67.2317113826141,POINT (451530.9081 421988.1076),7742.664158220511,3.05,2169.7015635481253
191,67.2362266826379,POINT (677978.8274 439881.2707),8097.8752574145055,3.05,2177.7994388055395
192,67.2486626479981,POINT (660085.6644 450020.7297),8725.620593382808,3.05,2186.5250593989226
62,67.2652420389965,POINT (656705.8447 519804.0657),7972.359628092308,3.05,2194.497419027015
193,67.2776896956152,POINT (677780.0145 443261.0904),8305.688990129673,3.05,2202.803108017145
194,67.2828686104163,POINT (658693.9739 448430.2264),8739.739434520092,3.05,2211.542847451665
195,67.2829819655713,POINT (674201.3819 443062.2774),8263.521439597625,3.05,2219.8063688912625
63,67.2835408300947,POINT (660085.6644 469703.2091),8806.630482300272,3.05,2228.6129993735626
196,67.2843117987907,POINT (672014.4398 443261.0904),8021.443131656833,3.05,2236.6344425052193
64,67.291852053937,POINT (656507.0318 516026.6202),8178.236931360812,3.05,2244.8126794365803
65,67.2965086068634,POINT (672809.6914 469305.5833),8214.966405932715,3.05,2253.0276458425133
5,67.3014320326247,POINT (337611.1032 330732.9759),6563.07683659371,3.05,2259.590722679107
66,67.3078271421262,POINT (672809.6914 467715.0799),8239.903250757214,3.05,2267.8306259298643
197,67.3163841746997,POINT (679966.9567 433916.883),7838.756080434642,3.05,2275.6693820102987
67,67.3253664322,POINT (659886.8514 520599.3174),7594.731444866102,3.05,2283.2641134551645
198,67.3280193256968,POINT (655910.593 443459.9033),8494.79794367874,3.05,2291.7589113988433
199,67.3316858995372,POINT (665254.8004 464534.0731),8995.64328697584,3.05,2300.7545546858196
68,67.3421950924946,POINT (659886.8514 519804.0657),7618.521085291963,3.05,2308.3730757711114
200,67.348095998596,POINT (673207.3173 443459.9033),8112.891027050027,3.05,2316.485966798162
201,67.357888721263,POINT (671219.1881 434712.1347),8074.432155490973,3.05,2324.5603989536526
202,67.3600641775061,POINT (655512.9671 429741.8116),8583.814072963638,3.05,2333.1442130266164
69,67.3640769947725,POINT (638812.6816 505688.3482),8365.842463163972,3.05,2341.5100554897804
203,67.371779859868,POINT (658296.3481 448827.8522),8626.306229042868,3.05,2350.136361718823
204,67.3939579819598,POINT (679966.9567 431729.9408),7712.722102949278,3.05,2357.8490838217726
205,67.4042549097371,POINT (670622.7493 434513.3218),8076.460495580488,3.05,2365.925544317353
70,67.4071716422763,POINT (652133.1474 510062.2325),8742.256869889849,3.05,2374.6678011872427
206,67.408238058397,POINT (653723.6508 409661.7064),7998.138606217108,3.05,2382.66593979346
207,67.4142391615579,POINT (674797.8207 439086.019),8197.761955482589,3.05,2390.8637017489423
208,67.4408872722471,POINT (677183.5757 451014.7944),8592.030232575044,3.05,2399.4557319815176
71,67.443508758262,POINT (555112.441 538094.8546),7938.823401638775,3.05,2407.3945553831563
209,67.4437322572348,POINT (659290.4127 428350.1211),8467.439394560117,3.05,2415.8619947777165
72,67.4474235787524,POINT (651536.7087 470697.2737),9523.8728020528,3.05,2425.385867579769
73,67.4536721405245,POINT (658892.7868 520400.5045),8064.966657483239,3.05,2433.4508342372524
210,67.4545656525386,POINT (666646.4908 457774.4337),8751.460730706747,3.05,2442.202294967959
74,67.4548326957045,POINT (649946.2053 457575.6208),9101.992117212769,3.05,2451.304287085172
211,67.4919957884363,POINT (673207.3173 429940.6245),7945.866451785208,3.05,2459.2501535369574
212,67.492654237455,POINT (676189.5111 462545.9439),8013.5047921237665,3.05,2467.263658329081
75,67.5024191814832,POINT (639409.1204 503899.0319),8102.084268611502,3.05,2475.365742597692
76,67.5157366802103,POINT (650940.2699 536901.9771),7178.194891239278,3.05,2482.543937488931
213,67.5179420385076,POINT (674996.6336 453201.7365),8726.891914835554,3.05,2491.270829403767
77,67.5377716304115,POINT (655910.593 517815.9365),8023.396945542273,3.05,2499.294226349309
